"","term","gene"
"1455","CHROMOSOME 2p16.3 DELETION SYNDROMESCHIZOPHRENIA 17, INCLUDED","9378"
"1456","RETINITIS PIGMENTOSA 60","24148"
"1457","AMYLOIDOSIS, FINNISH TYPE","2934"
"1458","INTRAUTERINE GROWTH RETARDATION, METAPHYSEAL DYSPLASIA, ADRENALHYPOPLASIA CONGENITA, AND GENITAL ANOMALIES","1028"
"1459","HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE II","2767"
"1460","HYPOCALCEMIA, AUTOSOMAL DOMINANT 2","2767"
"1461","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIp","147007"
"1462","DIAMOND-BLACKFAN ANEMIA 3","6229"
"1463","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2","2645"
"1464","HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3","2645"
"1465","DIABETES MELLITUS, PERMANENT NEONATAL","2645"
"1466","DIABETES MELLITUS, PERMANENT NEONATAL","3630"
"1467","DIABETES MELLITUS, PERMANENT NEONATAL","6833"
"1468","DIABETES MELLITUS, PERMANENT NEONATAL","3767"
"1469","DIABETES MELLITUS, PERMANENT NEONATAL","3651"
"1470","RHABDOMYOSARCOMA, EMBRYONAL, 1","5002"
"1471","ENCEPHALOPATHY, FAMILIAL, WITH NEUROSERPIN INCLUSION BODIES","5274"
"1472","GERSTMANN-STRAUSSLER DISEASE","5621"
"1473","KURU, SUSCEPTIBILITY TO","5621"
"1474","FATAL FAMILIAL INSOMNIA","5621"
"1475","HUNTINGTON DISEASE-LIKE 1","5621"
"1476","SPONGIFORM ENCEPHALOPATHY WITH NEUROPSYCHIATRIC FEATURES","5621"
"1477","DEAFNESS, AUTOSOMAL DOMINANT 40","1428"
"1478","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 12","23236"
"1479","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 12","105372522"
"1480","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIA","5832"
"1481","SPASTIC PARAPLEGIA 9A, AUTOSOMAL DOMINANT","5832"
"1482","SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE","5832"
"1483","CUTIS LAXA, AUTOSOMAL DOMINANT 3","5832"
"1484","NARCOLEPSY 1","3060"
"1485","MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY","1892"
"1486","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, X-LINKED","633"
"1487","MEESTER-LOEYS SYNDROME","633"
"1488","HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA","6870"
"1489","ALCOHOL DEPENDENCE","3356"
"1490","ALCOHOL DEPENDENCE","2555"
"1491","ALCOHOL DEPENDENCE","50833"
"1492","ALCOHOL DEPENDENCE","126"
"1493","ALCOHOL DEPENDENCE","125"
"1494","ALCOHOL DEPENDENCE","55213"
"1495","ANOREXIA NERVOSA, SUSCEPTIBILITY TO","3356"
"1496","MAJOR DEPRESSIVE DISORDER","3356"
"1497","MAJOR DEPRESSIVE DISORDER","121278"
"1498","MAJOR DEPRESSIVE DISORDER","2289"
"1499","VITREORETINOPATHY, NEOVASCULAR INFLAMMATORY","726"
"1500","BARDET-BIEDL SYNDROME 7","55212"
"1501","MUCOPOLYSACCHARIDOSIS, TYPE IX","3373"
"1502","ELSAHY-WATERS SYNDROME","1009"
"1503","GLYCOGEN STORAGE DISEASE II","2548"
"1504","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THINCORPUS CALLOSUM","6904"
"1505","NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5","11152"
"1506","SENGERS SYNDROME","55750"
"1507","CATARACT 38","55750"
"1508","SHORT-RIB THORACIC DYSPLASIA 3 WITH OR WITHOUT POLYDACTYLY","79659"
"1509","MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2","9702"
"1510","NEPHRONOPHTHISIS 1","4867"
"1511","SENIOR-LOKEN SYNDROME 1","4867"
"1512","JOUBERT SYNDROME 4","4867"
"1513","CATARACT 43","146862"
"1514","SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2, AUTOSOMALDOMINANT","23299"
"1515","MACULAR DEGENERATION, AGE-RELATED, 9","718"
"1516","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718"
"1517","COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE","718"
"1518","SPECIFIC GRANULE DEFICIENCY 2","6603"
"1519","ROBIN SEQUENCE WITH CLEFT MANDIBLE AND LIMB ANOMALIES","9775"
"1520","OROTIC ACIDURIA","7372"
"1521","LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT","4001"
"1522","NEMALINE MYOPATHY 6","390594"
"1523","USHER SYNDROME, TYPE IIIA","7401"
"1524","RETINITIS PIGMENTOSA 61","7401"
"1525","MYOPATHY WITH EXTRAPYRAMIDAL SIGNS","10367"
"1526","LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3","5079"
"1527","PERRAULT SYNDROME 6","26284"
"1528","GITELMAN SYNDROME","6559"
"1529","HYPERPROLINEMIA, TYPE I","5625"
"1530","SCHIZOPHRENIA 4","5625"
"1531","XANTHINURIA, TYPE II","55034"
"1532","PLATELET GLYCOPROTEIN IV DEFICIENCY","948"
"1533","CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 7","948"
"1534","ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 2","387129"
"1535","XANTHINURIA, TYPE I","7498"
"1536","OROFACIODIGITAL SYNDROME IV","26123"
"1537","JOUBERT SYNDROME 18","26123"
"1538","SPONDYLOMETAPHYSEAL DYSPLASIA, MEGARBANE-DAGHER-MELKI TYPE","51025"
"1539","HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME","54345"
"1540","HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME","54345"
"1541","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ix","201595"
"1542","BRACHYDACTYLY, TYPE D","3239"
"1543","BRACHYDACTYLY, TYPE E1","3239"
"1544","SYNPOLYDACTYLY 1","3239"
"1545","SYNDACTYLY, TYPE V","3239"
"1546","VATER/VACTERL ASSOCIATION","3239"
"1547","BRACHYDACTYLY-SYNDACTYLY SYNDROME","3239"
"1548","MENTAL RETARDATION, X-LINKED 63","2182"
"1549","MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE","1021"
"1550","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106"
"1551","NEPHRONOPHTHISIS 7","84662"
"1552","HETEROTAXY, VISCERAL, 2, AUTOSOMAL","55997"
"1553","TOBACCO ADDICTION, SUSCEPTIBILITY TO","9568"
"1554","TOBACCO ADDICTION, SUSCEPTIBILITY TO","6531"
"1555","TOBACCO ADDICTION, SUSCEPTIBILITY TO","1548"
"1556","TOBACCO ADDICTION, SUSCEPTIBILITY TO","1137"
"1557","NEURODEVELOPMENTAL DISORDER WITH POOR LANGUAGE AND LOSS OF HANDSKILLS","9568"
"1558","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 59","9568"
"1559","HYDATIDIFORM MOLE, RECURRENT, 1","199713"
"1560","DIGITAL CLUBBING, ISOLATED CONGENITAL","3248"
"1561","HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1","3248"
"1562","EXUDATIVE VITREORETINOPATHY 5","23554"
"1563","TREMOR, HEREDITARY ESSENTIAL, 5","26011"
"1564","BRODY MYOPATHY","487"
"1565","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27","79587"
"1566","MYELODYSPLASTIC SYNDROME","54790"
"1567","MYELODYSPLASTIC SYNDROME","23451"
"1568","MYELODYSPLASTIC SYNDROME","2624"
"1569","MYELODYSPLASTIC SYNDROME","171023"
"1570","MULTICENTRIC CARPOTARSAL OSTEOLYSIS SYNDROME","9935"
"1571","DUANE RETRACTION SYNDROME 3 WITH OR WITHOUT DEAFNESS","9935"
"1572","PROTOPORPHYRIA, ERYTHROPOIETIC, 2","10845"
"1573","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471"
"1574","MACULAR DEGENERATION, AGE-RELATED, 11","1471"
"1575","SEBORRHEA-LIKE DERMATITIS WITH PSORIASIFORM ELEMENTS","79755"
"1576","BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1","5155"
"1577","BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1","6575"
"1578","BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1","5159"
"1579","DERMATOFIBROSARCOMA PROTUBERANS","5155"
"1580","BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5","5155"
"1581","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18","2895"
"1582","MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY","2108"
"1583","MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY","2110"
"1584","MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY","2109"
"1585","MENTAL RETARDATION, X-LINKED 49","1183"
"1586","MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2","54968"
"1587","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34","51081"
"1588","MYELOPEROXIDASE DEFICIENCY","4353"
"1589","BOSCH-BOONSTRA-SCHAAF OPTIC ATROPHY SYNDROME","7025"
"1590","CRANIOECTODERMAL DYSPLASIA 1","55764"
"1591","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","3621"
"1592","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","8795"
"1593","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","5728"
"1594","PIERSON SYNDROME","3913"
"1595","NEPHROTIC SYNDROME, TYPE 5, WITH OR WITHOUT OCULAR ABNORMALITIES","3913"
"1596","ATRIAL FIBRILLATION, FAMILIAL, 4","9992"
"1597","LONG QT SYNDROME 6","9992"
"1598","LYMPHEDEMA-DISTICHIASIS SYNDROME","2303"
"1599","HYPERCAROTENEMIA AND VITAMIN A DEFICIENCY, AUTOSOMAL DOMINANT","53630"
"1600","IMMUNODEFICIENCY, COMMON VARIABLE, 3","930"
"1601","MENTAL RETARDATION, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE","8242"
"1602","SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 2","3835"
"1603","BIRK-LANDAU-PEREZ SYNDROME","10463"
"1604","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822"
"1605","WAARDENBURG SYNDROME, TYPE 4A","1910"
"1606","HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 2","1910"
"1607","ABCD SYNDROME","1910"
"1608","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 55","51227"
"1609","PSORIASIS 1, SUSCEPTIBILITY TO","3107"
"1610","SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 2","84839"
"1611","SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 2","10280"
"1612","CONE-ROD DYSTROPHY 11","84839"
"1613","MACULAR DEGENERATION, AGE-RELATED, 6","84839"
"1614","LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME","56160"
"1615","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2N","16"
"1616","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 29","16"
"1617","TUMORAL CALCINOSIS, NORMOPHOSPHATEMIC, FAMILIAL","54809"
"1618","MIRAGE SYNDROME","54809"
"1619","BALLER-GEROLD SYNDROME","9401"
"1620","RAPADILINO SYNDROME","9401"
"1621","ROTHMUND-THOMSON SYNDROME","9401"
"1622","PARKINSON DISEASE 22, AUTOSOMAL DOMINANT","51142"
"1623","MENTAL RETARDATION, X-LINKED, SYNDROMIC, CABEZAS TYPE","8450"
"1624","MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA,EARLY-ONSET","84466"
"1625","CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 1","58495"
"1626","CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 1","30813"
"1627","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 45","79791"
"1628","CONE-ROD DYSTROPHY 16","157657"
"1629","BARDET-BIEDL SYNDROME 21","157657"
"1630","MITOCHONDRIAL DNA DEPLETION SYNDROME 11","92667"
"1631","SHASHI-PENA SYNDROME","55252"
"1632","LYMPHOMA, NON-HODGKIN, FAMILIAL","25788"
"1633","LYMPHOMA, NON-HODGKIN, FAMILIAL","100861412"
"1634","LYMPHOMA, NON-HODGKIN, FAMILIAL","843"
"1635","LYMPHOMA, NON-HODGKIN, FAMILIAL","8915"
"1636","LYMPHOMA, NON-HODGKIN, FAMILIAL","5551"
"1637","LYMPHOMA, NON-HODGKIN, FAMILIAL","8438"
"1638","VERTICAL TALUS, CONGENITAL","3236"
"1639","CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED","351"
"1640","INFLAMMATORY BOWEL DISEASE 14","3663"
"1641","SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 10","3663"
"1642","MENTAL RETARDATION, AUTOSOMAL DOMINANT 47","10274"
"1643","PITYRIASIS RUBRA PILARIS","79092"
"1644","PSORIASIS 2","79092"
"1645","OHDO SYNDROME, X-LINKED","9968"
"1646","OPITZ-KAVEGGIA SYNDROME","9968"
"1647","LUJAN-FRYNS SYNDROME","9968"
"1648","ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF","37"
"1649","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IId","2683"
"1650","LYMPHOMA, HODGKIN, CLASSIC","200942"
"1651","LEG, ABSENCE DEFORMITY OF, WITH CONGENITAL CATARACT","200942"
"1652","MICROPHTHALMIA, ISOLATED 8","220"
"1653","CILIARY DYSKINESIA, PRIMARY, 33","2622"
"1654","CILIARY DYSKINESIA, PRIMARY, 23","55130"
"1655","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 26","3745"
"1656","MUSCULAR DYSTROPHY, CONGENITAL, MEGACONIAL TYPE","1120"
"1657","HYPOGONADOTROPIC HYPOGONADISM 12 WITH OR WITHOUT ANOSMIA","2796"
"1658","SHWACHMAN-DIAMOND SYNDROME 1","51119"
"1659","APLASTIC ANEMIAAPLASTIC ANEMIA, SUSCEPTIBILITY TO, INCLUDED","51119"
"1660","APLASTIC ANEMIAAPLASTIC ANEMIA, SUSCEPTIBILITY TO, INCLUDED","7015"
"1661","APLASTIC ANEMIAAPLASTIC ANEMIA, SUSCEPTIBILITY TO, INCLUDED","4683"
"1662","APLASTIC ANEMIAAPLASTIC ANEMIA, SUSCEPTIBILITY TO, INCLUDED","3458"
"1663","APLASTIC ANEMIAAPLASTIC ANEMIA, SUSCEPTIBILITY TO, INCLUDED","5551"
"1664","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12","124454"
"1665","PROPIONIC ACIDEMIA","5096"
"1666","PROPIONIC ACIDEMIA","5095"
"1667","PARKINSON DISEASE 5, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO","7345"
"1668","SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE","7345"
"1669","INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUTFRONTOTEMPORAL DEMENTIA 2","3181"
"1670","PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, CYTOSOLIC","5105"
"1671","OPITZ GBBB SYNDROME, TYPE I","4281"
"1672","JERVELL AND LANGE-NIELSEN SYNDROME 2","3753"
"1673","JERVELL AND LANGE-NIELSEN SYNDROME 2","102723475"
"1674","LONG QT SYNDROME 5","3753"
"1675","LONG QT SYNDROME 5","102723475"
"1676","AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT","6929"
"1677","PSEUDOVAGINAL PERINEOSCROTAL HYPOSPADIAS","6716"
"1678","OSTEOPETROSIS, AUTOSOMAL DOMINANT 2","1186"
"1679","OSTEOPETROSIS,  AUTOSOMAL RECESSIVE 4","1186"
"1680","KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT","392255"
"1681","MICROPHTHALMIA, ISOLATED 4","392255"
"1682","MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6","392255"
"1683","MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6","9573"
"1684","LEBER CONGENITAL AMAUROSIS 17","392255"
"1685","MULTIPLE SYNOSTOSES SYNDROME 4","392255"
"1686","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, FADEN-ALKURAYA TYPE","89970"
"1687","IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES","5591"
"1688","CEREBROCOSTOMANDIBULAR SYNDROME","6628"
"1689","BARDET-BIEDL SYNDROME 4","585"
"1690","MUCOPOLYSACCHARIDOSIS, TYPE IIIA","6448"
"1691","USHER SYNDROME, TYPE I","4647"
"1692","USHER SYNDROME, TYPE I","10083"
"1693","DEAFNESS, AUTOSOMAL RECESSIVE 2","4647"
"1694","DEAFNESS, AUTOSOMAL DOMINANT 11","4647"
"1695","GIANT AXONAL NEUROPATHY 1, AUTOSOMAL RECESSIVE","8139"
"1696","IMMUNODEFICIENCY 47","537"
"1697","ACHONDROPLASIA","2261"
"1698","BLADDER CANCER","2261"
"1699","BLADDER CANCER","3265"
"1700","BLADDER CANCER","5925"
"1701","BLADDER CANCER","3845"
"1702","HYPOCHONDROPLASIA","2261"
"1703","LACRIMOAURICULODENTODIGITAL SYNDROME","2261"
"1704","LACRIMOAURICULODENTODIGITAL SYNDROME","2255"
"1705","LACRIMOAURICULODENTODIGITAL SYNDROME","2263"
"1706","NEVUS, EPIDERMAL","2261"
"1707","NEVUS, EPIDERMAL","3265"
"1708","NEVUS, EPIDERMAL","4893"
"1709","NEVUS, EPIDERMAL","5290"
"1710","THANATOPHORIC DYSPLASIA, TYPE I","2261"
"1711","THANATOPHORIC DYSPLASIA, TYPE II","2261"
"1712","TESTICULAR GERM CELL TUMOR","2261"
"1713","TESTICULAR GERM CELL TUMOR","6794"
"1714","TESTICULAR GERM CELL TUMOR","3815"
"1715","TESTICULAR GERM CELL TUMOR","8915"
"1716","MUENKE SYNDROME","2261"
"1717","CERVICAL CANCER","2261"
"1718","CAMPTODACTYLY, TALL STATURE, AND HEARING LOSS SYNDROME","2261"
"1719","CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS","2261"
"1720","ACHONDROPLASIA, SEVERE, WITH DEVELOPMENTAL DELAY AND ACANTHOSIS NIGRICANS","2261"
"1721","BISPHOSPHOGLYCERATE MUTASE DEFICIENCY","669"
"1722","NEPHRONOPHTHISIS 16","203286"
"1723","METHYLMALONIC ACIDURIA, cblA TYPE","166785"
"1724","SPASTIC ATAXIA 8, AUTOSOMAL RECESSIVE, WITH HYPOMYELINATINGLEUKODYSTROPHY","84504"
"1725","HYPERTRYPTOPHANEMIA","6999"
"1726","IRON-REFRACTORY IRON DEFICIENCY ANEMIA","164656"
"1727","OCCULT MACULAR DYSTROPHY","94137"
"1728","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 40","6873"
"1729","SPINOCEREBELLAR ATAXIA 41","7222"
"1730","PREMATURE OVARIAN FAILURE 2A","1730"
"1731","VAN DEN ENDE-GUPTA SYNDROME","91179"
"1732","GROWTH HORMONE INSENSITIVITY WITH IMMUNODEFICIENCY","6777"
"1733","DOYNE HONEYCOMB RETINAL DYSTROPHY","2202"
"1734","PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IA","6331"
"1735","SUDDEN INFANT DEATH SYNDROME","6331"
"1736","BRUGADA SYNDROME 1","6331"
"1737","CARDIOMYOPATHY, DILATED, 1E","6331"
"1738","VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 1","6331"
"1739","LONG QT SYNDROME 3","6331"
"1740","SICK SINUS SYNDROME 1","6331"
"1741","ATRIAL FIBRILLATION, FAMILIAL, 10","6331"
"1742","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 37","23732"
"1743","GILLESSEN-KAESBACH-NISHIMURA SYNDROME","79796"
"1744","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Il","79796"
"1745","SUDDEN CARDIAC FAILURE, INFANTILE","27068"
"1746","SUDDEN CARDIAC FAILURE, ALCOHOL-INDUCED","27068"
"1747","FACIAL PALSY, CONGENITAL, WITH PTOSIS AND VELOPHARYNGEAL DYSFUNCTION","84617"
"1748","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4B","26154"
"1749","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4A","26154"
"1750","WOLF-HIRSCHHORN SYNDROME","3954"
"1751","WOLF-HIRSCHHORN SYNDROME","7468"
"1752","WOLF-HIRSCHHORN SYNDROME","10815"
"1753","WOLF-HIRSCHHORN SYNDROME","53834"
"1754","WOLF-HIRSCHHORN SYNDROME","1487"
"1755","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42","80055"
"1756","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2","2056"
"1757","ERYTHROCYTOSIS, FAMILIAL, 5","2056"
"1758","DIAMOND-BLACKFAN ANEMIA-LIKE","2056"
"1759","MAJOR AFFECTIVE DISORDER 7","7494"
"1760","NOONAN SYNDROME 5","5894"
"1761","LEOPARD SYNDROME 2","5894"
"1762","CARDIOMYOPATHY, DILATED, 1NN","5894"
"1763","EPISODIC ATAXIA, TYPE 6","6507"
"1764","SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE,B CELL-POSITIVE, NK CELL-POSITIVE","5788"
"1765","SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE,B CELL-POSITIVE, NK CELL-POSITIVE","3575"
"1766","HEPATITIS C VIRUS, SUSCEPTIBILITY TO","5788"
"1767","HEPATITIS C VIRUS, SUSCEPTIBILITY TO","1234"
"1768","HEPATITIS C VIRUS, SUSCEPTIBILITY TO","3458"
"1769","HEPATITIS C VIRUS, SUSCEPTIBILITY TO","282617"
"1770","DEAFNESS, AUTOSOMAL DOMINANT 67","9885"
"1771","SPASTIC PARAPLEGIA 76, AUTOSOMAL RECESSIVE","823"
"1772","SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION","54"
"1773","MASP2 DEFICIENCY","10747"
"1774","XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP E","1643"
"1775","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 64","23221"
"1776","SPASTIC PARAPLEGIA 64, AUTOSOMAL RECESSIVE","953"
"1777","VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1B","120227"
"1778","SPINOCEREBELLAR ATAXIA 28","10939"
"1779","SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE","10939"
"1780","AMYOTROPHIC LATERAL SCLEROSIS 10 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA","23435"
"1781","MITOCHONDRIAL MYOPATHY WITH LACTIC ACIDOSIS","50640"
"1782","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2","51185"
"1783","PONTOCEREBELLAR HYPOPLASIA, TYPE 2B","80746"
"1784","THIOPURINES, POOR METABOLISM OF, 2","55270"
"1785","SPINOCEREBELLAR ATAXIA 5","6712"
"1786","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14","6712"
"1787","MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH ORWITHOUT METHYLMALONIC ACIDURIA)","8803"
"1788","EPISODIC KINESIGENIC DYSKINESIA 1","112476"
"1789","CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS","112476"
"1790","SEIZURES, BENIGN FAMILIAL INFANTILE, 2","112476"
"1791","PFEIFFER SYNDROME","2260"
"1792","PFEIFFER SYNDROME","2263"
"1793","JACKSON-WEISS SYNDROME","2260"
"1794","JACKSON-WEISS SYNDROME","2263"
"1795","HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA","2260"
"1796","OSTEOGLOPHONIC DYSPLASIA","2260"
"1797","TRIGONOCEPHALY 1","2260"
"1798","ENCEPHALOCRANIOCUTANEOUS LIPOMATOSIS","2260"
"1799","HARTSFIELD SYNDROME","2260"
"1800","ACETYL-CoA CARBOXYLASE DEFICIENCY","31"
"1801","SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS,AND DEVELOPMENTAL DELAY","51095"
"1802","RETINITIS PIGMENTOSA AND ERYTHROCYTIC MICROCYTOSIS","51095"
"1803","RETINITIS PIGMENTOSA WITH OR WITHOUT SITUS INVERSUS","23568"
"1804","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2D","6442"
"1805","MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 3","7381"
"1806","MENTAL RETARDATION, X-LINKED 41","2664"
"1807","ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2","1855"
"1808","NYSTAGMUS 1, CONGENITAL, X-LINKED","90167"
"1809","CILIARY DYSKINESIA, PRIMARY, 22","51364"
"1810","URUGUAY FACIOCARDIOMUSCULOSKELETAL SYNDROME","2273"
"1811","SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT","2273"
"1812","MYOPATHY, X-LINKED, WITH POSTURAL MUSCLE ATROPHY","2273"
"1813","REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLYCHILDHOOD ONSET","2273"
"1814","REDUCING BODY MYOPATHY, X-LINKED 1B, WITH LATE CHILDHOOD OR ADULTONSET","2273"
"1815","SESSILE SERRATED POLYPOSIS CANCER SYNDROME","54894"
"1816","MYOTONIA CONGENITA, AUTOSOMAL DOMINANT","1180"
"1817","MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE","1180"
"1818","BASAN SYNDROME","56916"
"1819","ADERMATOGLYPHIA","56916"
"1820","N-ACETYLGLUTAMATE SYNTHASE DEFICIENCY","162417"
"1821","WILLIAMS-BEUREN SYNDROME","51085"
"1822","WILLIAMS-BEUREN SYNDROME","2006"
"1823","LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 1","3052"
"1824","OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1","10312"
"1825","OBESITY, HYPERPHAGIA, AND DEVELOPMENTAL DELAY","4915"
"1826","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 58","4915"
"1827","MIDFACE HYPOPLASIA, HEARING IMPAIRMENT, ELLIPTOCYTOSIS, ANDNEPHROCALCINOSIS","9949"
"1828","MUCOPOLYSACCHARIDOSIS, TYPE VII","2990"
"1829","PULMONARY FIBROSIS, IDIOPATHIC","729238"
"1830","PULMONARY FIBROSIS, IDIOPATHIC","653509"
"1831","PULMONARY FIBROSIS, IDIOPATHIC","7015"
"1832","PULMONARY FIBROSIS, IDIOPATHIC","6440"
"1833","PULMONARY FIBROSIS, IDIOPATHIC","727897"
"1834","ENTEROKINASE DEFICIENCY","5651"
